"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 03 21:07:30 GMT 2023","Mon Jul 03 21:07:33 GMT 2023","3397","All Test Suite","Test name","com.qabot.FrameTest","com.qabot.FrameTest","testSubPage","Test Frame sub page",""
"passed","Mon Jul 03 21:07:25 GMT 2023","Mon Jul 03 21:07:26 GMT 2023","1677","All Test Suite","Test name","com.qabot.FakerTest","com.qabot.FakerTest","testFaker","testFaker",""
"passed","Mon Jul 03 21:07:25 GMT 2023","Mon Jul 03 21:07:26 GMT 2023","1214","All Test Suite","Test name","com.qabot.CheckBoxesTest","com.qabot.CheckBoxesTest","checkTheFirstCheckboxUnselectedAndSecondCheckboxSelected","Click on Checkboxes and check the first one is unchecked and the second one is checked",""
"passed","Mon Jul 03 21:07:29 GMT 2023","Mon Jul 03 21:07:30 GMT 2023","1621","All Test Suite","Test name","com.qabot.FileUploadTest","com.qabot.FileUploadTest","checkFileUpload","Upload file and check if the file uploaded successfully",""
"passed","Mon Jul 03 21:07:29 GMT 2023","Mon Jul 03 21:07:31 GMT 2023","1567","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","testValidatePage","Validate the right page",""
"passed","Mon Jul 03 21:07:29 GMT 2023","Mon Jul 03 21:07:35 GMT 2023","5884","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testHiddenContent","validate the hidden content shows up with the right text",""
"passed","Mon Jul 03 21:07:29 GMT 2023","Mon Jul 03 21:07:31 GMT 2023","1891","All Test Suite","Test name","com.qabot.EntryAdTest","com.qabot.EntryAdTest","checkThePopupAppearance","Check the popup header and body text",""
"passed","Mon Jul 03 21:07:25 GMT 2023","Mon Jul 03 21:07:26 GMT 2023","1378","All Test Suite","Test name","com.qabot.ContextMenuTest","com.qabot.ContextMenuTest","performRightClickAndAcceptTheAlert","Click context menu and perform the right click and accept the alert",""
"passed","Mon Jul 03 21:07:29 GMT 2023","Mon Jul 03 21:07:29 GMT 2023","856","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testDynamicLoadedPage","validate the page loads correctly",""
"passed","Mon Jul 03 21:07:25 GMT 2023","Mon Jul 03 21:08:07 GMT 2023","42041","All Test Suite","Test name","com.qabot.AddElementTest","com.qabot.AddElementTest","testAddRemoveElements","Click add element (n) times and then dismiss all 'Delete' buttons",""
"passed","Mon Jul 03 21:07:31 GMT 2023","Mon Jul 03 21:07:31 GMT 2023","203","All Test Suite","Test name","com.qabot.EntryAdTest","com.qabot.EntryAdTest","closeThePopup","Close the popup after verifying the header and body",""
"passed","Mon Jul 03 21:07:26 GMT 2023","Mon Jul 03 21:07:26 GMT 2023","313","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testBrokenImages","Validate number of broken images (2)",""
"passed","Mon Jul 03 21:08:13 GMT 2023","Mon Jul 03 21:08:17 GMT 2023","3131","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testAddCheckbox","Show the checkbox",""
"passed","Mon Jul 03 21:08:17 GMT 2023","Mon Jul 03 21:08:20 GMT 2023","3141","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testEnableText","Enable the text box",""
"passed","Mon Jul 03 21:07:34 GMT 2023","Mon Jul 03 21:07:35 GMT 2023","601","All Test Suite","Test name","com.qabot.LoginTest","com.qabot.LoginTest","testLoginFailure","Invalid login",""
"passed","Mon Jul 03 21:07:25 GMT 2023","Mon Jul 03 21:07:26 GMT 2023","1375","All Test Suite","Test name","com.qabot.ABTestingTest","com.qabot.ABTestingTest","testABTestingContentAndHeader","Click A/B Testing link and check the Header and Content",""
"passed","Mon Jul 03 21:07:31 GMT 2023","Mon Jul 03 21:07:32 GMT 2023","105","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","testCellText","Validate the text inside the target cell",""
