"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 06 11:21:52 GMT 2022","Thu Jan 06 11:21:53 GMT 2022","1569","All Test Suite","Test name","com.qabot.EntryAdTest","com.qabot.EntryAdTest","checkThePopupAppearance","Check the popup header and body text",""
"passed","Thu Jan 06 11:21:53 GMT 2022","Thu Jan 06 11:21:59 GMT 2022","5931","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testHiddenContent","validate the hidden content shows up with the right text",""
"passed","Thu Jan 06 11:21:47 GMT 2022","Thu Jan 06 11:21:50 GMT 2022","2188","All Test Suite","Test name","com.qabot.FakerTest","com.qabot.FakerTest","testFaker","testFaker",""
"passed","Thu Jan 06 11:22:43 GMT 2022","Thu Jan 06 11:22:46 GMT 2022","3166","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testDisableText","Disable the text box",""
"passed","Thu Jan 06 11:21:48 GMT 2022","Thu Jan 06 11:21:50 GMT 2022","1163","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","validateColumnHeader","validate column header",""
"passed","Thu Jan 06 11:21:52 GMT 2022","Thu Jan 06 11:21:53 GMT 2022","752","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testDynamicLoadedPage","validate the page loads correctly",""
"passed","Thu Jan 06 11:21:47 GMT 2022","Thu Jan 06 11:21:49 GMT 2022","1378","All Test Suite","Test name","com.qabot.CheckBoxesTest","com.qabot.CheckBoxesTest","checkTheFirstCheckboxUnselectedAndSecondCheckboxSelected","Click on Checkboxes and check the first one is unchecked and the second one is checked",""
"passed","Thu Jan 06 11:21:55 GMT 2022","Thu Jan 06 11:21:55 GMT 2022","181","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","testCellText","Validate the text inside the target cell",""
"passed","Thu Jan 06 11:22:36 GMT 2022","Thu Jan 06 11:22:39 GMT 2022","3124","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testAddCheckbox","Show the checkbox",""
"passed","Thu Jan 06 11:21:52 GMT 2022","Thu Jan 06 11:21:54 GMT 2022","1557","All Test Suite","Test name","com.qabot.FileUploadTest","com.qabot.FileUploadTest","checkFileUpload","Upload file and check if the file uploaded successfully",""
"failed","Thu Jan 06 11:21:47 GMT 2022","Thu Jan 06 11:21:50 GMT 2022","2190","All Test Suite","Test name","com.qabot.ABTestingTest","com.qabot.ABTestingTest","testABTestingContentAndHeader","Click A/B Testing link and check the Header and Content",""
"passed","Thu Jan 06 11:21:47 GMT 2022","Thu Jan 06 11:21:48 GMT 2022","1026","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testPageHeader","Find images with broken links",""
"passed","Thu Jan 06 11:21:54 GMT 2022","Thu Jan 06 11:21:54 GMT 2022","101","All Test Suite","Test name","com.qabot.FileUploadTest","com.qabot.FileUploadTest","checkTheFileUploadSuccess","Check if the file uploaded successfully",""
"passed","Thu Jan 06 11:22:39 GMT 2022","Thu Jan 06 11:22:43 GMT 2022","3194","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testEnableText","Enable the text box",""
"passed","Thu Jan 06 11:21:52 GMT 2022","Thu Jan 06 11:21:53 GMT 2022","721","All Test Suite","Test name","com.qabot.FrameTest","com.qabot.FrameTest","testFramePage","Validate the page",""
"passed","Thu Jan 06 11:21:57 GMT 2022","Thu Jan 06 11:21:57 GMT 2022","48","All Test Suite","Test name","com.qabot.SliderTest","com.qabot.SliderTest","testSetValue","Set the slider value",""
