"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 03 20:42:34 GMT 2023","Mon Jul 03 20:42:35 GMT 2023","1594","All Test Suite","Test name","com.qabot.FakerTest","com.qabot.FakerTest","testFaker","testFaker",""
"passed","Mon Jul 03 20:42:38 GMT 2023","Mon Jul 03 20:42:38 GMT 2023","81","All Test Suite","Test name","com.qabot.FileUploadTest","com.qabot.FileUploadTest","checkTheFileUploadSuccess","Check if the file uploaded successfully",""
"passed","Mon Jul 03 20:43:21 GMT 2023","Mon Jul 03 20:43:24 GMT 2023","3129","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testAddCheckbox","Show the checkbox",""
"passed","Mon Jul 03 20:42:34 GMT 2023","Mon Jul 03 20:42:34 GMT 2023","731","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","validatePage","validate the right page",""
"passed","Mon Jul 03 20:42:37 GMT 2023","Mon Jul 03 20:43:21 GMT 2023","44074","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testRemoveCheckbox","Hide the checkbox",""
"passed","Mon Jul 03 20:42:38 GMT 2023","Mon Jul 03 20:42:38 GMT 2023","181","All Test Suite","Test name","com.qabot.EntryAdTest","com.qabot.EntryAdTest","closeThePopup","Close the popup after verifying the header and body",""
"passed","Mon Jul 03 20:42:39 GMT 2023","Mon Jul 03 20:42:40 GMT 2023","1094","All Test Suite","Test name","com.qabot.LoginTest","com.qabot.LoginTest","testLoginSuccess","Success login",""
"passed","Mon Jul 03 20:42:39 GMT 2023","Mon Jul 03 20:42:39 GMT 2023","116","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","testCellText","Validate the text inside the target cell",""
"passed","Mon Jul 03 20:43:24 GMT 2023","Mon Jul 03 20:43:27 GMT 2023","3160","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testEnableText","Enable the text box",""
"passed","Mon Jul 03 20:42:40 GMT 2023","Mon Jul 03 20:42:41 GMT 2023","410","All Test Suite","Test name","com.qabot.LoginTest","com.qabot.LoginTest","testLoginFailure","Invalid login",""
"passed","Mon Jul 03 20:42:34 GMT 2023","Mon Jul 03 20:42:35 GMT 2023","1147","All Test Suite","Test name","com.qabot.ContextMenuTest","com.qabot.ContextMenuTest","performRightClickAndAcceptTheAlert","Click context menu and perform the right click and accept the alert",""
