"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 21 22:41:28 GMT 2022","Fri Jan 21 22:41:31 GMT 2022","3129","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testEnableText","Enable the text box",""
"passed","Fri Jan 21 22:40:40 GMT 2022","Fri Jan 21 22:40:42 GMT 2022","1224","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","testValidatePage","Validate the right page",""
"passed","Fri Jan 21 22:40:43 GMT 2022","Fri Jan 21 22:40:43 GMT 2022","84","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","testCellText","Validate the text inside the target cell",""
"passed","Fri Jan 21 22:40:40 GMT 2022","Fri Jan 21 22:40:40 GMT 2022","648","All Test Suite","Test name","com.qabot.FrameTest","com.qabot.FrameTest","testFramePage","Validate the page",""
"passed","Fri Jan 21 22:41:31 GMT 2022","Fri Jan 21 22:41:34 GMT 2022","3102","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testDisableText","Disable the text box",""
"passed","Fri Jan 21 22:40:40 GMT 2022","Fri Jan 21 22:40:41 GMT 2022","1189","All Test Suite","Test name","com.qabot.FileUploadTest","com.qabot.FileUploadTest","checkFileUpload","Upload file and check if the file uploaded successfully",""
"passed","Fri Jan 21 22:40:42 GMT 2022","Fri Jan 21 22:40:42 GMT 2022","80","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","testCellText","Validate the text inside the target cell",""
"passed","Fri Jan 21 22:40:37 GMT 2022","Fri Jan 21 22:40:38 GMT 2022","1044","All Test Suite","Test name","com.qabot.ABTestingTest","com.qabot.ABTestingTest","testABTestingContentAndHeader","Click A/B Testing link and check the Header and Content",""
"passed","Fri Jan 21 22:40:44 GMT 2022","Fri Jan 21 22:40:44 GMT 2022","722","All Test Suite","Test name","com.qabot.SliderTest","com.qabot.SliderTest","testSlide","Move the slider to a value",""
"passed","Fri Jan 21 22:40:42 GMT 2022","Fri Jan 21 22:40:42 GMT 2022","149","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","testCellText","Validate the text inside the target cell",""
"passed","Fri Jan 21 22:40:44 GMT 2022","Fri Jan 21 22:40:44 GMT 2022","38","All Test Suite","Test name","com.qabot.SliderTest","com.qabot.SliderTest","testSetValue","Set the slider value",""
"passed","Fri Jan 21 22:40:37 GMT 2022","Fri Jan 21 22:40:38 GMT 2022","932","All Test Suite","Test name","com.qabot.CheckBoxesTest","com.qabot.CheckBoxesTest","checkTheFirstCheckboxUnselectedAndSecondCheckboxSelected","Click on Checkboxes and check the first one is unchecked and the second one is checked",""
"passed","Fri Jan 21 22:40:37 GMT 2022","Fri Jan 21 22:40:38 GMT 2022","1497","All Test Suite","Test name","com.qabot.FakerTest","com.qabot.FakerTest","testFaker","testFaker",""
