"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Jul 03 19:24:58 GMT 2023","Mon Jul 03 19:24:58 GMT 2023","2","All Test Suite","Test name","com.qabot.LoginTest","com.qabot.LoginTest","testLoginSuccess","Success login",""
"skipped","Mon Jul 03 19:24:57 GMT 2023","Mon Jul 03 19:24:57 GMT 2023","4","All Test Suite","Test name","com.qabot.FrameTest","com.qabot.FrameTest","testFramePage","Validate the page",""
"broken","Mon Jul 03 19:24:57 GMT 2023","Mon Jul 03 19:24:57 GMT 2023","0","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","beforeClass","beforeClass",""
"broken","Mon Jul 03 19:24:56 GMT 2023","Mon Jul 03 19:24:56 GMT 2023","2","All Test Suite","Test name","com.qabot.FakerTest","com.qabot.FakerTest","beforeClass","beforeClass",""
"skipped","Mon Jul 03 19:24:56 GMT 2023","Mon Jul 03 19:24:56 GMT 2023","0","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","validatePage","validate the right page",""
"skipped","Mon Jul 03 19:24:57 GMT 2023","Mon Jul 03 19:24:57 GMT 2023","0","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testEnableText","Enable the text box",""
"broken","Mon Jul 03 19:24:58 GMT 2023","Mon Jul 03 19:24:58 GMT 2023","0","All Test Suite","Test name","com.qabot.EntryAdTest","com.qabot.EntryAdTest","beforeClass","beforeClass",""
"broken","Mon Jul 03 19:24:56 GMT 2023","Mon Jul 03 19:24:56 GMT 2023","6","All Test Suite","Test name","com.qabot.DomTest","com.qabot.DomTest","beforeClass","beforeClass",""
"skipped","Mon Jul 03 19:24:57 GMT 2023","Mon Jul 03 19:24:57 GMT 2023","3","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testRemoveCheckbox","Hide the checkbox",""
"skipped","Mon Jul 03 19:24:58 GMT 2023","Mon Jul 03 19:24:58 GMT 2023","1","All Test Suite","Test name","com.qabot.EntryAdTest","com.qabot.EntryAdTest","closeThePopup","Close the popup after verifying the header and body",""
"skipped","Mon Jul 03 19:24:58 GMT 2023","Mon Jul 03 19:24:58 GMT 2023","1","All Test Suite","Test name","com.qabot.EntryAdTest","com.qabot.EntryAdTest","checkThePopupAppearance","Check the popup header and body text",""
"skipped","Mon Jul 03 19:24:56 GMT 2023","Mon Jul 03 19:24:56 GMT 2023","0","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testBrokenImages","Validate number of broken images (2)",""
"skipped","Mon Jul 03 19:24:56 GMT 2023","Mon Jul 03 19:24:56 GMT 2023","108","All Test Suite","Test name","com.qabot.FakerTest","com.qabot.FakerTest","testFaker","testFaker",""
"skipped","Mon Jul 03 19:24:58 GMT 2023","Mon Jul 03 19:24:58 GMT 2023","24","All Test Suite","Test name","com.qabot.FileUploadTest","com.qabot.FileUploadTest","checkFileUpload","Upload file and check if the file uploaded successfully",""
"broken","Mon Jul 03 19:24:58 GMT 2023","Mon Jul 03 19:24:58 GMT 2023","1","All Test Suite","Test name","com.qabot.FileUploadTest","com.qabot.FileUploadTest","beforeClass","beforeClass",""
"broken","Mon Jul 03 19:24:56 GMT 2023","Mon Jul 03 19:24:56 GMT 2023","7","All Test Suite","Test name","com.qabot.ContextMenuTest","com.qabot.ContextMenuTest","beforeClass","beforeClass",""
"skipped","Mon Jul 03 19:24:56 GMT 2023","Mon Jul 03 19:24:56 GMT 2023","101","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","testPageHeader","Find images with broken links",""
"skipped","Mon Jul 03 19:24:57 GMT 2023","Mon Jul 03 19:24:57 GMT 2023","0","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testDisableText","Disable the text box",""
"broken","Mon Jul 03 19:24:58 GMT 2023","Mon Jul 03 19:24:58 GMT 2023","10","All Test Suite","Test name","com.qabot.LoginTest","com.qabot.LoginTest","beforeClass","beforeClass",""
"skipped","Mon Jul 03 19:24:58 GMT 2023","Mon Jul 03 19:24:58 GMT 2023","1","All Test Suite","Test name","com.qabot.SliderTest","com.qabot.SliderTest","testSetValue","Set the slider value",""
"skipped","Mon Jul 03 19:24:58 GMT 2023","Mon Jul 03 19:24:58 GMT 2023","0","All Test Suite","Test name","com.qabot.DynamicLoadingTest","com.qabot.DynamicLoadingTest","testHiddenContent","validate the hidden content shows up with the right text",""
"broken","Mon Jul 03 19:24:56 GMT 2023","Mon Jul 03 19:24:56 GMT 2023","6","All Test Suite","Test name","com.qabot.BrokenImageTest","com.qabot.BrokenImageTest","beforeClass","beforeClass",""
"skipped","Mon Jul 03 19:24:56 GMT 2023","Mon Jul 03 19:24:56 GMT 2023","1","All Test Suite","Test name","com.qabot.AddElementTest","com.qabot.AddElementTest","testAddRemoveElements","Click add element (n) times and then dismiss all 'Delete' buttons",""
"broken","Mon Jul 03 19:24:57 GMT 2023","Mon Jul 03 19:24:57 GMT 2023","24","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","beforeClass","beforeClass",""
"broken","Mon Jul 03 19:24:56 GMT 2023","Mon Jul 03 19:24:56 GMT 2023","5","All Test Suite","Test name","com.qabot.AddElementTest","com.qabot.AddElementTest","beforeClass","beforeClass",""
"skipped","Mon Jul 03 19:24:58 GMT 2023","Mon Jul 03 19:24:58 GMT 2023","0","All Test Suite","Test name","com.qabot.LargeDOMTest","com.qabot.LargeDOMTest","testCellText","Validate the text inside the target cell",""
"skipped","Mon Jul 03 19:24:58 GMT 2023","Mon Jul 03 19:24:58 GMT 2023","1","All Test Suite","Test name","com.qabot.FrameTest","com.qabot.FrameTest","testSubPage","Test Frame sub page",""
"skipped","Mon Jul 03 19:24:56 GMT 2023","Mon Jul 03 19:24:56 GMT 2023","1","All Test Suite","Test name","com.qabot.ContextMenuTest","com.qabot.ContextMenuTest","performRightClickAndAcceptTheAlert","Click context menu and perform the right click and accept the alert",""
"skipped","Mon Jul 03 19:24:58 GMT 2023","Mon Jul 03 19:24:58 GMT 2023","0","All Test Suite","Test name","com.qabot.FileUploadTest","com.qabot.FileUploadTest","checkTheFileUploadSuccess","Check if the file uploaded successfully",""
"skipped","Mon Jul 03 19:24:56 GMT 2023","Mon Jul 03 19:24:56 GMT 2023","2","All Test Suite","Test name","com.qabot.CheckBoxesTest","com.qabot.CheckBoxesTest","checkTheFirstCheckboxUnselectedAndSecondCheckboxSelected","Click on Checkboxes and check the first one is unchecked and the second one is checked",""
"skipped","Mon Jul 03 19:24:57 GMT 2023","Mon Jul 03 19:24:57 GMT 2023","0","All Test Suite","Test name","com.qabot.DynamicControlTest","com.qabot.DynamicControlTest","testAddCheckbox","Show the checkbox",""
